id,highlights,masked_highlights
24933102,Is bariatric surgery an option for women with gynecologic cancer? Examining weight loss counseling practices and training among gynecologic oncology providers.,Is <mask> surgery an option for women <mask> gynecologic cancer? Examining weight loss counseling <mask> <mask> training <mask> gynecologic <mask> providers.
24933988,24-hour combined pH-impedance measurement in differential diagnosis of non-erosive reflux disease and functional gastroesophageal disorders.,<mask> comb<mask>ed pH-impedance measurement in <mask> diagnosis of non-erosive reflux <mask> and functional gastroesophageal disorders.
24934065,2-week efficacy and tolerability of flupirtine MR and diclofenac in patients with acute low/back pain--results of a post-hoc subgroup analysis of patient-level data from four non-interventional studies.,2-week efficacy <mask> tolerability of flupirtine MR <mask> diclofenac in patients <mask> acute low/back <mask> of a <mask> subgroup analysis of patient-level <mask> from four <mask> studies.
24934641,Assessment of motor function of the remnant stomach by ¹³C breath test with special reference to gastric local resection.,<mask> of mo<mask>r <mask> of the remnant stomach <mask> <mask> breath test with special reference to gastric local resection.
24935119,Obesity and cancer--mechanisms underlying tumour progression and recurrence.,<mask> and cancer--mechanisms <mask> tumour progression and recurrence.
24941435,Effects of acarbose on polycystic ovary syndrome: a meta-analysis.,<m<mask>sk> of acarbose on <mask> ovary syndrome: a meta-analysis.
24942542,Pulmonary epithelioid hemangioendothelioma presenting with vertebral metastases: a case report.,<mask> epithelioid hemangioendothelioma presenting <mask> vertebral <mask> a case report.
24944482,Serum adipokines in inflammatory bowel disease.,Serum adipokines in <mask> <mask> disease.
24944498,Impairment of gastrointestinal quality of life in severely obese patients.,Impairment <mask> gastro<mask>testinal quality <mask> <mask> in severely obese patients.
24945185,High prevalence of esophageal dysmotility in asymptomatic obese patients.,High <mask> <mask> esophageal dysmotility <mask> asymptomatic obese patients.
24945492,A prospective observational study assessing home parenteral nutrition in patients with gastrointestinal cancer: benefits for quality of life.,A prospective observational study assessing <mask> parenteral nutrition in <mask> with <mask> cancer: benefits <mask> quality <mask> life.
24946741,Treating sleeve gastrectomy leak with endoscopic stenting: the Kuwaiti experience and review of recent literature.,Treating <mask> <mask> leak with <mask> stenting: <mask> Kuwaiti experience and review of recent literature.
24949613,A case of cap polyposis remission by betamethasone enema after antibiotics therapy including Helicobacter pylori eradication.,A case <mask> cap polyposis remission by <mask> <mask> after antibiotics therapy <mask> Helicobacter pylori eradication.
24952714,Infliximab therapy for Crohn's-like disease in common variable immunodeficiency complicated by massive intestinal hemorrhage: a case report.,<m<mask>sk> <mask> for <mask> disease in common <mask> immunodeficiency complicated by massive intestinal hemorrhage: a case report.
24953021,Multicentre randomised controlled study comparing carvedilol with variceal band ligation in the prevention of variceal rebleeding.,<mask> randomised controlled study compar<mask>g carvedilol with variceal band ligation in <mask> <mask> of variceal rebleeding.
24960487,Radiographic predictability of hiatal hernia prior to gastric band surgery.,<mask> predictability <mask> hiatal hernia prior <mask> gastric band surgery.
24962864,A prospective randomized controlled trial assessing the efficacy of omentopexy during laparoscopic sleeve gastrectomy in reducing postoperative gastrointestinal symptoms.,A prospective randomized controlled <mask> assessing the <mask> of omentopexy during laparoscopic <mask> gastrectomy in <mask> postoperative <mask> symptoms.
24964570,Giant liver hemangioma in patient with ileal gastrointestinal stromal tumor.,<mask> <mask> <mask> in patient with ileal gastrointestinal stromal tumor.
24965544,The true incidence of gastric GIST-a study based on morbidly obese patients undergoing sleeve gastrectomy.,The <mask> <mask> of gastric GIST-a <mask> based on morbidly obese patients <mask> sleeve gastrectomy.
24966624,Cronkhite-Canada syndrome: report of six cases and review of literature.,Cronkhite-Canada syndrome: report of <mask> <mask> <mask> review of literature.
24966978,Epithelioid malignant mesothelioma presenting with features of gastric tumor in a child.,Epithelioid m<mask>lignant mesothelioma presenting with features <mask> <mask> tumor in a child.
24969090,Gastrointestinal hormones and weight loss response after Roux-en-Y gastric bypass.,Gastrointestinal hormones <mask> weight <mask> response <mask> Roux-en-Y gastric bypass.
24974628,"Risk factors associated with the diagnosis of chronic Chagasic miocardiopathy in seropositive individuals from Barinas state, Venezuela.","Risk factors associated with <mask> diagnosis of chronic <mask> <mask> in seropositive <mask> <mask> Barinas state, Venezuela."
24976715,Role of endoscopy in the bariatric surgery of patients.,Role <mask> endoscopy <mask> the bariatric surgery <mask> patients.
24979852,Safety of oral rehydration therapy in endoscopic surgery patients.,Safety <mask> <mask> rehydration <mask> in endoscopic surgery patients.
24985244,Outcome of laparoscopic Nissen fundoplication for gastroesophageal reflux disease in non-responders to proton pump inhibitors.,Outcome of <mask> Nissen fundoplication for <mask> reflux disease <mask> non-responders to <mask> pump inhibitors.
24985410,Safety and tolerability of tapentadol extended release in moderate to severe chronic osteoarthritis or low back pain management: pooled analysis of randomized controlled trials.,Safety and tolerability of tapentadol <mask> release in moderate to severe chronic osteoarthritis or low back pain <mask> <mask> <mask> of randomized <mask> trials.
24988903,Major predictors of portal hypertensive enteropathy in patients with liver cirrhosis.,<mask> predictors <mask> portal hypertensive <mask> in patients with liver cirrhosis.
24994571,Goal-directed fluid therapy based on stroke volume variations improves fluid management and gastrointestinal perfusion in patients undergoing major orthopedic surgery.,Goal-directed fluid therapy <mask> on <mask> <mask> variations improves fluid management and <mask> perfusion in patients undergoing <mask> orthopedic surgery.
25002101,"The efficacy and safety of Jian-Wei-Qu-Tong Pills for the treatment of chronic non-atrophic gastritis (spleen and stomach qi deficiency with damp-heat stasis syndrome): study protocol for a phase II, randomized controlled trial.",The effic<mask>cy and safety of <mask> Pills for the <mask> of <mask> non-atrophic gastritis (spleen and stomach <mask> deficiency with damp-heat stasis syndrome): study protocol for a <mask> <mask> randomized <mask> trial.
25002326,Postprandial hyperinsulinemic hypoglycemia after gastric bypass surgical treatment.,Postprandial <mask> hypoglycemia after gastric bypass <mask> treatment.
25003411,Long-Term Outcomes of Simultaneous Skin and Bowel Flaps for Esophageal Reconstruction.,Long-Term Outcomes of Simultaneous <mask> and Bowel Flaps <mask> <mask> Reconstruction.
25004287,Nutritional assessment and hand grip strength of candidates for surgery of the gastrointestinal tract.,Nutritional <mask> <mask> hand grip <mask> of <mask> for surgery of the gastrointestinal tract.
25004941,Cronkhite–Canada syndrome six decades on:   the many faces of an enigmatic disease.,Cronkhite–Canada syndrome six <mask> <mask>   <mask> many faces <mask> an enigmatic disease.
25009390,Laparoscopic approach to Meckel's diverticulum.,Laparoscopic approach <mask> <mask> diverticulum.
25009412,Abdominal lymphangiomatosis in a 38-year-old female: case report and literature review.,Abdom<mask>al lymphangiomatosis in a 38-year-old female: <mask> report <mask> literature review.
25011946,Glucagon-like peptide 1 receptor agonist or bolus insulin with optimized basal insulin in type 2 diabetes.,<mask> peptide <mask> receptor <mask> or bolus <mask> with optimized basal <mask> in type 2 diabetes.
25012174,"Indomethacin, amiloride, or eplerenone for treating hypokalemia in Gitelman syndrome.","<mask> amiloride, or eplerenone <mask> treating hypokalemia in <mask> syndrome."
25014182,Fecal occult blood testing as a diagnostic test in symptomatic patients is not useful: a retrospective chart review.,Fec<m<mask>sk>l <mask> blood <mask> as a diagnostic <mask> in symptomatic patients is not useful: a retrospective chart review.
25014626,Whipple's disease concomitant with candida esophagitis and subsequent Giardia lamblia coinfection.,Whipple's <mask> <mask> with c<mask>ida esophagitis and subsequent Giardia lamblia coinfection.
25026879,Association of radiographic morphology with early gastroesophageal reflux disease and satiety control after sleeve gastrectomy.,<mask> of radiographic morphology with <mask> <mask> reflux disease and satiety control after <mask> gastrectomy.
25037725,Long-term mortality rates (>8-year) improve as compared to the general and obese population following bariatric surgery.,Long-term mortality rates (>8-year) improve <mask> compared to <mask> general and obese <mask> <mask> bariatric surgery.
25039412,"Randomised clinical study: comparison of acceptability, patient tolerance, cardiac stress and endoscopic views in transnasal and transoral endoscopy under local anaesthetic.","Randomised clinical study: <mask> of acceptability, patient tolerance, cardiac stress and <mask> <mask> in transnasal and transoral <mask> <mask> local anaesthetic."
2504250,Investigation of upper gastrointestinal symptoms in patients with AIDS.,Investigation <mask> <mask> gastro<mask>testinal symptoms in patients with AIDS.
25043900,Contrast-enhanced endoscopic ultrasonography can predict a higher malignant potential of gastrointestinal stromal tumors by visualizing large newly formed vessels.,Contrast-enhanced endoscopic ultrasonography <mask> predict a higher malignant potential of <mask> stromal tumors <mask> visualizing <mask> <mask> formed vessels.
25051128,Lomitapide for the management of homozygous familial hypercholesterolemia.,Lomitapide for <mask> <mask> of homozygous familial hypercholesterolemia.
25052080,The use of pictograms improves symptom evaluation by patients with functional dyspepsia.,The use of pictograms improves symptom <mask> <mask> patients <mask> functional dyspepsia.
25060107,Development and evaluation of an enteral nutrition protocol for dysphagia in patients with acute stroke.,<mask> and <mask> <mask> an enteral nutrition protocol for dysphagia in <mask> with acute stroke.
25060399,Progression of liver disease in non-alcoholic fatty liver disease: a prospective clinicopathological follow-up study.,<mask> of liver disease in <mask> fatty liver disease: a prospective <mask> <mask> study.
